Date,Time,Height,Rain,Temp,Date_Time
10/28/2022,7:30,3.73,0,47.6,10/28/2022 7:30
10/28/2022,7:45,3.74,0,47.7,10/28/2022 7:45
10/28/2022,8:00,3.74,0,47.8,10/28/2022 8:00
10/28/2022,8:15,3.75,0,48,10/28/2022 8:15
10/28/2022,8:30,3.75,0,48.1,10/28/2022 8:30
10/28/2022,8:45,3.76,0,48.2,10/28/2022 8:45
10/28/2022,9:00,3.76,0,48.2,10/28/2022 9:00
10/28/2022,9:15,3.77,0,48.3,10/28/2022 9:15
10/28/2022,9:30,3.78,0,48.5,10/28/2022 9:30
10/28/2022,9:45,3.79,0,48.6,10/28/2022 9:45
10/28/2022,10:00,3.81,0,48.9,10/28/2022 10:00
10/28/2022,10:15,3.82,0,49,10/28/2022 10:15
10/28/2022,10:30,3.85,0,49.3,10/28/2022 10:30
10/28/2022,10:45,3.87,0,50.1,10/28/2022 10:45
10/28/2022,11:00,3.97,0,50.1,10/28/2022 11:00
10/28/2022,11:15,4.04,0,50.4,10/28/2022 11:15
10/28/2022,11:30,4.15,0,50.4,10/28/2022 11:30
10/28/2022,11:45,4.28,0,50.8,10/28/2022 11:45
10/28/2022,12:00,4.44,0,51.6,10/28/2022 12:00
10/28/2022,12:15,4.64,0.01,52.6,10/28/2022 12:15
10/28/2022,12:30,4.87,0,53.5,10/28/2022 12:30
10/28/2022,12:45,5.12,0,54.8,10/28/2022 12:45
10/28/2022,13:00,5.39,0,55,10/28/2022 13:00
10/28/2022,13:15,5.66,0,55.1,10/28/2022 13:15
10/28/2022,13:30,5.92,0,56,10/28/2022 13:30
10/28/2022,13:45,6.16,0,58.5,10/28/2022 13:45
10/28/2022,14:00,6.38,0,55.7,10/28/2022 14:00
10/28/2022,14:15,6.56,0,54.9,10/28/2022 14:15
10/28/2022,14:30,6.73,0,59.9,10/28/2022 14:30
10/28/2022,14:45,6.86,0,57.2,10/28/2022 14:45
10/28/2022,15:00,6.98,0,56.8,10/28/2022 15:00
10/28/2022,15:15,7.08,0,57.2,10/28/2022 15:15
10/28/2022,15:30,7.16,0,56.4,10/28/2022 15:30
10/28/2022,15:45,7.22,0,55.8,10/28/2022 15:45
10/28/2022,16:00,7.28,0,55.4,10/28/2022 16:00
10/28/2022,16:15,7.32,0,55.3,10/28/2022 16:15
10/28/2022,16:30,7.34,0,54.7,10/28/2022 16:30
10/28/2022,16:45,7.35,0,54,10/28/2022 16:45
10/28/2022,17:00,7.36,0,52.7,10/28/2022 17:00
10/28/2022,17:15,7.36,0,51.7,10/28/2022 17:15
10/28/2022,17:30,7.35,0,50.3,10/28/2022 17:30
10/28/2022,17:45,7.34,0,49.3,10/28/2022 17:45
10/28/2022,18:00,7.32,0,48.5,10/28/2022 18:00
10/28/2022,18:15,7.29,0,47.8,10/28/2022 18:15
10/28/2022,18:30,7.27,0,47.3,10/28/2022 18:30
10/28/2022,18:45,7.23,0,47.3,10/28/2022 18:45
10/28/2022,19:00,7.2,0,47.2,10/28/2022 19:00
10/28/2022,19:15,7.16,0,46.8,10/28/2022 19:15
10/28/2022,19:30,7.12,0,47.4,10/28/2022 19:30
10/28/2022,19:45,7.07,0,47.6,10/28/2022 19:45
10/28/2022,20:00,7.03,0,47.3,10/28/2022 20:00
10/28/2022,20:15,6.98,0,47.3,10/28/2022 20:15
10/28/2022,20:30,6.93,0,48.4,10/28/2022 20:30
10/28/2022,20:45,6.87,0,49,10/28/2022 20:45
10/28/2022,21:00,6.82,0,49.2,10/28/2022 21:00
10/28/2022,21:15,6.77,0,49.6,10/28/2022 21:15
10/28/2022,21:30,6.72,0,49.3,10/28/2022 21:30
10/28/2022,21:45,6.67,0,48.9,10/28/2022 21:45
10/28/2022,22:00,6.62,0,48.2,10/28/2022 22:00
10/28/2022,22:15,6.56,0,47.1,10/28/2022 22:15
10/28/2022,22:30,6.51,0,46.3,10/28/2022 22:30
10/28/2022,22:45,6.46,0,46.2,10/28/2022 22:45
10/28/2022,23:00,6.41,0,46.4,10/28/2022 23:00
10/28/2022,23:15,6.36,0,46.8,10/28/2022 23:15
10/28/2022,23:30,6.31,0,46,10/28/2022 23:30
10/28/2022,23:45,6.26,0,45.6,10/28/2022 23:45
10/29/2022,0:00,6.21,0,45.2,10/29/2022 0:00
10/29/2022,0:15,6.16,0,45.1,10/29/2022 0:15
10/29/2022,0:30,6.11,0,46.5,10/29/2022 0:30
10/29/2022,0:45,6.07,0,47.9,10/29/2022 0:45
10/29/2022,1:00,6.03,0,47.9,10/29/2022 1:00
10/29/2022,1:15,5.98,0,48.5,10/29/2022 1:15
10/29/2022,1:30,5.94,0,47.7,10/29/2022 1:30
10/29/2022,1:45,5.89,0,47.3,10/29/2022 1:45
10/29/2022,2:00,5.85,0,47.9,10/29/2022 2:00
10/29/2022,2:15,5.81,0,47.2,10/29/2022 2:15
10/29/2022,2:30,5.77,0.01,46.9,10/29/2022 2:30
10/29/2022,2:45,5.74,0,47.1,10/29/2022 2:45
10/29/2022,3:00,5.7,0,46.7,10/29/2022 3:00
10/29/2022,3:15,5.66,0,46.8,10/29/2022 3:15
10/29/2022,3:30,5.62,0,46.9,10/29/2022 3:30
10/29/2022,3:45,5.59,0,47.2,10/29/2022 3:45
10/29/2022,4:00,5.55,0,47.1,10/29/2022 4:00
10/29/2022,4:15,5.51,0,46.8,10/29/2022 4:15
10/29/2022,4:30,5.48,0,45.9,10/29/2022 4:30
10/29/2022,4:45,5.45,0,45.9,10/29/2022 4:45
10/29/2022,5:00,5.42,0,46.3,10/29/2022 5:00
10/29/2022,5:15,5.39,0,46.2,10/29/2022 5:15
10/29/2022,5:30,5.35,0,46,10/29/2022 5:30
10/29/2022,5:45,5.33,0,46.8,10/29/2022 5:45
10/29/2022,6:00,5.3,0,45.2,10/29/2022 6:00
10/29/2022,6:15,5.27,0,45.8,10/29/2022 6:15
10/29/2022,6:30,5.24,0,46.2,10/29/2022 6:30
10/29/2022,6:45,5.21,0,46.9,10/29/2022 6:45
10/29/2022,7:00,5.19,0,47.4,10/29/2022 7:00
10/29/2022,7:15,5.16,0,47.8,10/29/2022 7:15
10/29/2022,7:30,5.14,0,48.1,10/29/2022 7:30
10/29/2022,7:45,5.11,0,47.7,10/29/2022 7:45
10/29/2022,8:00,5.09,0,48,10/29/2022 8:00
10/29/2022,8:15,5.07,0,47.8,10/29/2022 8:15
10/29/2022,8:30,5.04,0,48.3,10/29/2022 8:30
10/29/2022,8:45,5.02,0,48.7,10/29/2022 8:45
10/29/2022,9:00,5,0,48.8,10/29/2022 9:00
10/29/2022,9:15,4.98,0,48.9,10/29/2022 9:15
10/29/2022,9:30,4.96,0,49,10/29/2022 9:30
10/29/2022,9:45,4.93,0,49.3,10/29/2022 9:45
10/29/2022,10:00,4.91,0,49.6,10/29/2022 10:00
10/29/2022,10:15,4.9,0,50,10/29/2022 10:15
10/29/2022,10:30,4.88,0,50,10/29/2022 10:30
10/29/2022,10:45,4.86,0,50.4,10/29/2022 10:45
10/29/2022,11:00,4.84,0,50.9,10/29/2022 11:00
10/29/2022,11:15,4.83,0,52,10/29/2022 11:15
10/29/2022,11:30,4.81,0,53.6,10/29/2022 11:30
10/29/2022,11:45,4.79,0,54,10/29/2022 11:45
10/29/2022,12:00,4.78,0,54.7,10/29/2022 12:00
10/29/2022,12:15,4.76,0,55.2,10/29/2022 12:15
10/29/2022,12:30,4.74,0,55.9,10/29/2022 12:30
10/29/2022,12:45,4.72,0,55.9,10/29/2022 12:45
10/29/2022,13:00,4.71,0,56.5,10/29/2022 13:00
10/29/2022,13:15,4.69,0,56.2,10/29/2022 13:15
10/29/2022,13:30,4.67,0,56.9,10/29/2022 13:30
10/29/2022,13:45,4.65,0,57.7,10/29/2022 13:45
10/29/2022,14:00,4.64,0,59.9,10/29/2022 14:00
10/29/2022,14:15,4.62,0,60.7,10/29/2022 14:15
10/29/2022,14:30,4.6,0,59.8,10/29/2022 14:30
10/29/2022,14:45,4.59,0,59.4,10/29/2022 14:45
10/29/2022,15:00,4.57,0,58.9,10/29/2022 15:00
10/29/2022,15:15,4.56,0,59.3,10/29/2022 15:15
10/29/2022,15:30,4.54,0,59.1,10/29/2022 15:30
10/29/2022,15:45,4.53,0,58.5,10/29/2022 15:45
10/29/2022,16:00,4.51,0,58.5,10/29/2022 16:00
10/29/2022,16:15,4.5,0,58.2,10/29/2022 16:15
10/29/2022,16:30,4.48,0,57.4,10/29/2022 16:30
10/29/2022,16:45,4.47,0,56.2,10/29/2022 16:45
10/29/2022,17:00,4.45,0,55.3,10/29/2022 17:00
10/29/2022,17:15,4.44,0,54.8,10/29/2022 17:15
10/29/2022,17:30,4.43,0,54.3,10/29/2022 17:30
10/29/2022,17:45,4.41,0,53.5,10/29/2022 17:45
10/29/2022,18:00,4.4,0,52.2,10/29/2022 18:00
10/29/2022,18:15,4.39,0,51.2,10/29/2022 18:15
10/29/2022,18:30,4.38,0,51.3,10/29/2022 18:30
10/29/2022,18:45,4.37,0,51.4,10/29/2022 18:45
10/29/2022,19:00,4.36,0,51.8,10/29/2022 19:00
10/29/2022,19:15,4.35,0,52,10/29/2022 19:15
10/29/2022,19:30,4.34,0,52.6,10/29/2022 19:30
10/29/2022,19:45,4.32,0,52.9,10/29/2022 19:45
10/29/2022,20:00,4.31,0,52.1,10/29/2022 20:00
10/29/2022,20:15,4.3,0,51.8,10/29/2022 20:15
10/29/2022,20:30,4.29,0,52.9,10/29/2022 20:30
10/29/2022,20:45,4.28,0,52.6,10/29/2022 20:45
10/29/2022,21:00,4.27,0,53.2,10/29/2022 21:00
10/29/2022,21:15,4.26,0,53.4,10/29/2022 21:15
10/29/2022,21:30,4.25,0,52.7,10/29/2022 21:30
10/29/2022,21:45,4.24,0,52.3,10/29/2022 21:45
10/29/2022,22:00,4.23,0,51.8,10/29/2022 22:00
10/29/2022,22:15,4.22,0,51.3,10/29/2022 22:15
10/29/2022,22:30,4.21,0,51.5,10/29/2022 22:30
10/29/2022,22:45,4.2,0,51.9,10/29/2022 22:45
10/29/2022,23:00,4.19,0,51.5,10/29/2022 23:00
10/29/2022,23:15,4.18,0,51,10/29/2022 23:15
10/29/2022,23:30,4.17,0,50.8,10/29/2022 23:30
10/29/2022,23:45,4.16,0,51.7,10/29/2022 23:45
10/30/2022,0:00,4.15,0,54.3,10/30/2022 0:00
10/30/2022,0:15,4.14,0,54.4,10/30/2022 0:15
10/30/2022,0:30,4.13,0,54.6,10/30/2022 0:30
10/30/2022,0:45,4.12,0,54.4,10/30/2022 0:45
10/30/2022,1:00,4.11,0,53.7,10/30/2022 1:00
10/30/2022,1:15,4.11,0,54.3,10/30/2022 1:15
10/30/2022,1:30,4.1,0,53.5,10/30/2022 1:30
10/30/2022,1:45,4.09,0,54.2,10/30/2022 1:45
10/30/2022,2:00,4.08,0,52.7,10/30/2022 2:00
10/30/2022,2:15,4.07,0,52.8,10/30/2022 2:15
10/30/2022,2:30,4.06,0,51.7,10/30/2022 2:30
10/30/2022,2:45,4.05,0,52.4,10/30/2022 2:45
10/30/2022,3:00,4.05,0,52.4,10/30/2022 3:00
10/30/2022,3:15,4.04,0,52.7,10/30/2022 3:15
10/30/2022,3:30,4.03,0,52.7,10/30/2022 3:30
10/30/2022,3:45,4.02,0,53,10/30/2022 3:45
10/30/2022,4:00,4.02,0,52.2,10/30/2022 4:00
10/30/2022,4:15,4.01,0,52.6,10/30/2022 4:15
10/30/2022,4:30,4,0,53.2,10/30/2022 4:30
10/30/2022,4:45,4,0,54,10/30/2022 4:45
10/30/2022,5:00,3.99,0,54.2,10/30/2022 5:00
10/30/2022,5:15,3.99,0,54.5,10/30/2022 5:15
10/30/2022,5:30,3.98,0,54.3,10/30/2022 5:30
10/30/2022,5:45,3.97,0,53.8,10/30/2022 5:45
10/30/2022,6:00,3.97,0,53.3,10/30/2022 6:00
10/30/2022,6:15,3.96,0,52.7,10/30/2022 6:15
10/30/2022,6:30,3.95,0,51.6,10/30/2022 6:30
10/30/2022,6:45,3.95,0,50.4,10/30/2022 6:45
10/30/2022,7:00,3.94,0,50,10/30/2022 7:00
10/30/2022,7:15,3.93,0,49.8,10/30/2022 7:15
10/30/2022,7:30,3.93,0,50.1,10/30/2022 7:30
10/30/2022,7:45,3.92,0,49.6,10/30/2022 7:45
10/30/2022,8:00,3.92,0,50.1,10/30/2022 8:00
10/30/2022,8:15,3.91,0,49.8,10/30/2022 8:15
10/30/2022,8:30,3.91,0,50,10/30/2022 8:30
10/30/2022,8:45,3.91,0,50,10/30/2022 8:45
10/30/2022,9:00,3.91,0,49.9,10/30/2022 9:00
10/30/2022,9:15,3.91,0,50.1,10/30/2022 9:15
10/30/2022,9:30,3.91,0,50,10/30/2022 9:30
10/30/2022,9:45,3.91,0,50.3,10/30/2022 9:45
10/30/2022,10:00,3.9,0,50.5,10/30/2022 10:00
10/30/2022,10:15,3.9,0,50.2,10/30/2022 10:15
10/30/2022,10:30,3.9,0,50.3,10/30/2022 10:30
10/30/2022,10:45,3.9,0.01,50.3,10/30/2022 10:45
10/30/2022,11:00,3.9,0,51.1,10/30/2022 11:00
10/30/2022,11:15,3.9,0,50.4,10/30/2022 11:15
10/30/2022,11:30,3.91,0,50.3,10/30/2022 11:30
10/30/2022,11:45,3.91,0,50.3,10/30/2022 11:45
10/30/2022,12:00,3.9,0,50.7,10/30/2022 12:00
10/30/2022,12:15,3.91,0,50.4,10/30/2022 12:15
10/30/2022,12:30,3.91,0,50.8,10/30/2022 12:30
10/30/2022,12:45,3.91,0,50.7,10/30/2022 12:45
10/30/2022,13:00,3.9,0,50.7,10/30/2022 13:00
10/30/2022,13:15,3.9,0,50.6,10/30/2022 13:15
10/30/2022,13:30,3.9,0,50.5,10/30/2022 13:30
10/30/2022,13:45,3.89,0,50.7,10/30/2022 13:45
10/30/2022,14:00,3.89,0,50.9,10/30/2022 14:00
10/30/2022,14:15,3.88,0,51.2,10/30/2022 14:15
10/30/2022,14:30,3.88,0,51.2,10/30/2022 14:30
10/30/2022,14:45,3.88,0,51.1,10/30/2022 14:45
10/30/2022,15:00,3.88,0,50.9,10/30/2022 15:00
10/30/2022,15:15,3.88,0,50.9,10/30/2022 15:15
10/30/2022,15:30,3.87,0,50.8,10/30/2022 15:30
10/30/2022,15:45,3.87,0,50.8,10/30/2022 15:45
10/30/2022,16:00,3.88,0,50.6,10/30/2022 16:00
10/30/2022,16:15,3.88,0,50.6,10/30/2022 16:15
10/30/2022,16:30,3.88,0,50.6,10/30/2022 16:30
10/30/2022,16:45,3.88,0,50.6,10/30/2022 16:45
10/30/2022,17:00,3.89,0,50.4,10/30/2022 17:00
10/30/2022,17:15,3.89,0,50.3,10/30/2022 17:15
10/30/2022,17:30,3.9,0,50.3,10/30/2022 17:30
10/30/2022,17:45,3.91,0,50.3,10/30/2022 17:45
10/30/2022,18:00,3.92,0,50.3,10/30/2022 18:00
10/30/2022,18:15,3.92,0,50.1,10/30/2022 18:15
10/30/2022,18:30,3.93,0,50,10/30/2022 18:30
10/30/2022,18:45,3.93,0,49.9,10/30/2022 18:45
10/30/2022,19:00,3.94,0,49.9,10/30/2022 19:00
10/30/2022,19:15,3.95,0,49.8,10/30/2022 19:15
10/30/2022,19:30,3.95,0,49.7,10/30/2022 19:30
10/30/2022,19:45,3.96,0,49.6,10/30/2022 19:45
10/30/2022,20:00,3.97,0,49.6,10/30/2022 20:00
10/30/2022,20:15,3.98,0,49.5,10/30/2022 20:15
10/30/2022,20:30,3.99,0,49.3,10/30/2022 20:30
10/30/2022,20:45,4.01,0,49.2,10/30/2022 20:45
10/30/2022,21:00,4.02,0,49,10/30/2022 21:00
10/30/2022,21:15,4.03,0,48.7,10/30/2022 21:15
10/30/2022,21:30,4.05,0,48.6,10/30/2022 21:30
10/30/2022,21:45,4.08,0.01,48.5,10/30/2022 21:45
10/30/2022,22:00,4.11,0,48.5,10/30/2022 22:00
10/30/2022,22:15,4.15,0,48.6,10/30/2022 22:15
10/30/2022,22:30,4.21,0,48.7,10/30/2022 22:30
10/30/2022,22:45,4.3,0,48.8,10/30/2022 22:45
10/30/2022,23:00,4.42,0,48.9,10/30/2022 23:00
10/30/2022,23:15,4.56,0,48.8,10/30/2022 23:15
10/30/2022,23:30,4.71,0,48.8,10/30/2022 23:30
10/30/2022,23:45,4.88,0,48.7,10/30/2022 23:45
10/31/2022,0:00,5.06,0,48.6,10/31/2022 0:00
10/31/2022,0:15,5.24,0,48.7,10/31/2022 0:15
10/31/2022,0:30,5.43,0,48.7,10/31/2022 0:30
10/31/2022,0:45,5.61,0,48.6,10/31/2022 0:45
10/31/2022,1:00,5.81,0,48.4,10/31/2022 1:00
10/31/2022,1:15,6,0,48,10/31/2022 1:15
10/31/2022,1:30,6.21,0,47.9,10/31/2022 1:30
10/31/2022,1:45,6.44,0,47.9,10/31/2022 1:45
10/31/2022,2:00,6.67,0,47.9,10/31/2022 2:00
10/31/2022,2:15,6.91,0,47.9,10/31/2022 2:15
10/31/2022,2:30,7.17,0,47.9,10/31/2022 2:30
10/31/2022,2:45,7.41,0,47.9,10/31/2022 2:45
10/31/2022,3:00,7.65,0,47.8,10/31/2022 3:00
10/31/2022,3:15,7.88,0,47.7,10/31/2022 3:15
10/31/2022,3:30,8.1,0,47.7,10/31/2022 3:30
10/31/2022,3:45,8.32,0,47.9,10/31/2022 3:45
10/31/2022,4:00,8.51,0,47.6,10/31/2022 4:00
10/31/2022,4:15,8.67,0,47.3,10/31/2022 4:15
10/31/2022,4:30,8.83,0,47.5,10/31/2022 4:30
10/31/2022,4:45,9,0,47.5,10/31/2022 4:45
10/31/2022,5:00,9.14,0,47.5,10/31/2022 5:00
10/31/2022,5:15,9.27,0,47.8,10/31/2022 5:15
10/31/2022,5:30,9.4,0,46.9,10/31/2022 5:30
10/31/2022,5:45,9.51,0,47.2,10/31/2022 5:45
10/31/2022,6:00,9.59,0,47.9,10/31/2022 6:00
10/31/2022,6:15,9.69,0,47.6,10/31/2022 6:15
10/31/2022,6:30,9.77,0,47.5,10/31/2022 6:30
10/31/2022,6:45,9.83,0,47.7,10/31/2022 6:45
10/31/2022,7:00,9.89,0,47.7,10/31/2022 7:00
10/31/2022,7:15,9.93,0,47.7,10/31/2022 7:15
10/31/2022,7:30,9.96,0,47.8,10/31/2022 7:30
10/31/2022,7:45,10,0,48.3,10/31/2022 7:45
10/31/2022,8:00,10.05,0,48.5,10/31/2022 8:00
10/31/2022,8:15,10.17,0,48.8,10/31/2022 8:15
10/31/2022,8:30,10.23,0,49.4,10/31/2022 8:30
10/31/2022,8:45,10.27,0,49.5,10/31/2022 8:45
10/31/2022,9:00,10.3,0,49.7,10/31/2022 9:00
10/31/2022,9:15,10.33,0,50.1,10/31/2022 9:15
10/31/2022,9:30,10.35,0,51,10/31/2022 9:30
10/31/2022,9:45,10.37,0,51.3,10/31/2022 9:45
10/31/2022,10:00,10.38,0,51,10/31/2022 10:00
10/31/2022,10:15,10.38,0,51.4,10/31/2022 10:15
10/31/2022,10:30,10.39,0,51.8,10/31/2022 10:30
10/31/2022,10:45,10.39,0,51.4,10/31/2022 10:45
10/31/2022,11:00,10.39,0,51.1,10/31/2022 11:00
10/31/2022,11:15,10.38,0,49.9,10/31/2022 11:15
10/31/2022,11:30,10.36,0,49.6,10/31/2022 11:30
10/31/2022,11:45,10.34,0,49.5,10/31/2022 11:45
10/31/2022,12:00,10.32,0,49.3,10/31/2022 12:00
10/31/2022,12:15,10.29,0,49.3,10/31/2022 12:15
10/31/2022,12:30,10.26,0,49.7,10/31/2022 12:30
10/31/2022,12:45,10.23,0,50.1,10/31/2022 12:45
10/31/2022,13:00,10.19,0,49.9,10/31/2022 13:00
10/31/2022,13:15,10.14,0,50,10/31/2022 13:15
